ID	example_id	stem_id	example_form	ex_DE	ex_EN	ex_form_IDN	ex_form_IDN_edited
3595	17_1688735218_0	17_1688735218	kaʔanãpũãʔã	tropfen , tröpfeln	to drip	untuk menetes	
3596	17_1688735218_1	17_1688735218	eboo kaʔanãpũãʔã	das Wasser tropft	the water is dripping	airnya menetes	
3597	17_1688735218_2	17_1688735218	hoo mãnãpũã́ʔã	tröpfelte bereits	already dripped	sudah menetes	
3598	17_1688735218_3	17_1688735218	kipanãnãpũ	tropfen lassen	let drip	biarkan menetes	
3599	17_1688735388_0	17_1688735388	kinã́pũ	herausschneiden , -lösen	cut out , remove	potong, hapus	
3600	17_1688735388_1	17_1688735388	kamãnãpũ	wird herausgeschnitten	is cut out	dipotong	
3601	17_1688735455_0	17_1688735455	kanãpũnũ	verfault , morsch	rotten , rotten	busuk, busuk	
3602	17_1688736039_0	17_1688736039	kanãʔũpũã	Pl von ʔũpũ	Plural form of ʔũpũ	Bentuk jamak dari ʔũpũ	
3603	17_1688736692_0	17_1688736692	kahanẽ́ãhã:ĩ	betrügen , ködern (Fische)	deceive , bait (fish)	menipu, umpan (ikan)	
3604	17_1688736870_0	17_1688736870	kinẽʔẽĩ	aufwickeln , aufrollen	wind up , roll up	berakhir, gulung	
3605	17_1688736870_1	17_1688736870	dimãhãnẽʔẽ:ĩ	sie wickelten auf	they wound up	mereka berakhir	
3606	17_1688737176_0	17_1688737176	kipanẽhẽ	sich nähern	approach	pendekatan	
3607	17_1688737176_1	17_1688737176	kipanẽhẽãʔã	sich jmd , etwas nähern	approach someone , something	mendekati seseorang , sesuatu	
3608	17_1688737176_2	17_1688737176	panẽẽhe:iyãʔã	sich nähern , nahe hingehen	to approach , to go close	untuk mendekati , untuk mendekati	
3609	17_1688737638_0	17_1688737638	kinẽkõ	flechten	to weave	untuk menenun	
3610	17_1688737638_1	17_1688737638	enĩnẽkõ	(noun) Geflochtene	the braided one	yang dikepang	
3611	17_1688738045_0	17_1688738045	kanẽkõ	passieren	happen	terjadi	
3612	17_1688738045_1	17_1688738045	hoo mãnẽkõ	passierte bereits	already happened	sudah terjadi	
3613	17_1688738045_2	17_1688738045	ʔua kanẽkõ ipĩʔã ukaka	ich passiere zwischen den Leuten , gehe zwischen den Leuten durch	I pass between the people	Saya melintas di antara orang-orang	
3614	17_1688738045_3	17_1688738045	kipanẽkõ	passieren lassen , durchlassen	let pass , let through	biarkan lewat, biarkan lewat	
3615	17_1688738045_4	17_1688738045	edipanẽkõ	jmd , den (die) man passieren läßt	someone you let pass	seseorang yang kau biarkan berlalu	
3616	17_1688738045_5	17_1688738045	ʔua kanẽkõ	ich laufe hinaus	I run out	Aku kehabisan	
3617	17_1688738134_0	17_1688738134	kipanẽkõ	herabhängen lassen	let hang down	biarkan menggantung	
3618	17_1688738266_0	17_1688738266	kanẽmẽʔĩ́ãʔã	etwas als Schmuck verwenden	use something as jewellery	menggunakan sesuatu sebagai perhiasan	
3619	17_1688738721_0	17_1688738721	kanẽnẽ	(Stoff) dünn sein	be thin (fabric)	tipis (kain)	
3620	17_1688738721_1	17_1688738721	kanẽnẽnẽ́nẽ	sehr dünn	very thin	sangat tipis	
3621	17_1688738721_2	17_1688738721	kéabaʔa ñãnẽnẽ	es ist nicht dünn	it is not thin	itu tidak tipis	
3622	17_1688738721_3	17_1688738721	kipanẽnẽ	dünn machen	make thin	membuat tipis	
3623	17_1688738721_4	17_1688738721	hoo panẽnẽ	machte bereits dünn	already made thin	sudah dibuat tipis	
3624	17_1688738721_5	17_1688738721	enĩpanẽnẽ	(noun) Dünngemachte	the (thing) made thin (noun)	(benda) yang dibuat tipis (kata benda)	
3625	17_1688738721_6	17_1688738721	epanẽnẽõ	(noun) Dünnzumachende	the (thing) to be made thin (noun)	(benda) yang akan dibuat tipis (kata benda)	
3626	17_1688822415_0	17_1688822415	inẽnẽ́ã ukupado	am Anreihensort (der Pfähle) des Zaunes	at the lining-up place (of the posts) of the fence	di tempat pemasangan (tiang-tiang) pagar	
3627	17_1688822415_1	17_1688822415	kipaʔinẽnẽ	einander einhaken , unterhaken	hook each other , underhook each other (i.e. walk arm in arm)	saling mengaitkan, saling mengaitkan (mis. berjalan bergandengan tangan)	
3628	17_1688822415_2	17_1688822415	kipaʔinẽnẽ́ãʔã	sortieren , ordnen , regeln	sort , arrange , regulate	mengurutkan, mengatur, mengatur	
3629	17_1688822415_3	17_1688822415	edipaʔinẽnẽ́ãʔã	das Sortierte	the sorted	yang diurutkan	
3630	17_1688822415_4	17_1688822415	epahaʔinẽnẽãʔãʔã:ə̃ã	Sortierensort	Sorting location	Lokasi penyortiran	
3631	17_1688823678_0	17_1688823678	enẽnẽã	Köder	bait	umpan	
3632	17_1688823678_1	17_1688823678	kinẽnẽ́ãhã:ĩ	jmd täuschen , belügen , irreführen , betrügen ; ködern (Fische)	to deceive , lie to , mislead , cheat someone ; to bait (fish)	menipu, membohongi, menyesatkan, menipu seseorang; memancing (ikan)	
3633	17_1688823678_2	17_1688823678	kipanẽnẽ́ãhã:ĩ	(wiederholt ; zu mehreren) betrügen usw	to deceive (repeatedly ; several times) etc	menipu (berulang kali; beberapa kali) dll	
3634	17_1688823678_3	17_1688823678	kinĩnẽnẽ́ãhã:ĩ	geködert werden	to be baited	untuk diberi umpan	
3635	17_1688823678_4	17_1688823678	kinẽnẽhĩ́ãʔã	etwas zum Ködern (als Köder) benutzen	use something for bait (as bait)	menggunakan sesuatu sebagai umpan (sebagai umpan)	
3636	17_1688823678_5	17_1688823678	epanẽnẽ́ãhã:ĩ	Täuschung , Belügen , Betrug usw , Neckerei , Scherz	deception , lying , cheating etc. , teasing , joking (noun)	penipuan , berbohong , menipu dsb. , menggoda , bercanda (kata benda)	
3637	17_1688823678_6	17_1688823678	mũnẽnẽ́ãhã:ĩ kia uici	sie mit Worten necken	tease them with words	goda mereka dengan kata-kata	
3638	17_1688823678_7	17_1688823678	enĩnẽnẽ́ãhã:ĩ	(noun) Geköderte , Belogene	the lured , lied to	yang dipikat, dibohongi	
3639	17_1688823678_8	17_1688823678	eahanẽnẽãhã:ĩyã	Ködernsort	Bait location	Lokasi umpan	
3640	17_1688823866_0	17_1688823866	kinẽnẽʔẽ	(Mond) groß (also voll) sein	(moon) be large (i.e. full)	(bulan) menjadi besar (yaitu purnama)	
3641	17_1688823866_1	17_1688823866	ekanə̃ãĩ kinẽnẽʔẽ	der Mond ist voll , es ist Vollmond	the moon is full , it is full moon	bulan purnama, ini bulan purnama	
3642	17_1688824207_0	17_1688824207	kinẽnẽkã	zerrissen , verschlissen	torn , worn out	robek, usang	
3643	17_1688824207_1	17_1688824207	ekarawae kinẽnẽkã	die Hose ist zerrissen	the trousers are torn	celana panjangnya robek	
3644	17_1688824506_0	17_1688824506	kinẽnẽkĩ	etwas zerreißen	tear something	merobek sesuatu	
3645	17_1688824506_1	17_1688824506	nẽnẽkĩ eopo:uda	zerreiße den Stoffǃ	tear the fabricǃ (sg)	merobek kainǃ (sg)	
3646	17_1688824506_2	17_1688824506	hoo mũnẽnẽkĩ	zerriß bereits	already tore	sudah robek	
3647	17_1688824506_3	17_1688824506	enĩnẽnẽkĩ	(noun) Zerrissene	the torn one	yang robek	
3648	17_1688824916_0	17_1688824916	kinẽnẽkĩ	etwas einkreisen	circle something	lingkari sesuatu	
3649	17_1688824916_1	17_1688824916	kipanẽnẽkĩ	unordentlich herumliegen	lie around untidily	berbaring dengan tidak rapi	
3650	17_1688824916_2	17_1688824916	kipanẽnẽkĩãʔã	etwas in Unordnung bringen	bring something into disorder	membawa sesuatu ke dalam kekacauan	
3651	17_1688825053_0	17_1688825053	kanẽnõõnẽnõõ	glatt , schlüpfrig	smooth , slippery	halus, licin	
3652	17_1688825492_0	17_1688825492	kinẽʔõ	flechten	braid ; weave	kepang; menenun	
3653	17_1688825492_1	17_1688825492	ʔua kinẽʔõ eʔũnẽkẽ	ich flechte einen Korb	I weave a basket	Aku menenun keranjang	
3654	17_1688825492_2	17_1688825492	enĩnẽʔõ	(noun) Geflochtene	the braided one	yang dikepang	
3655	17_1688825492_3	17_1688825492	enẽʔõhõ	(noun) zu Flechtende	the one to be braided	yang akan dikepang	
3656	17_1688825492_4	17_1688825492	yahanẽʔə̃́ã	auf dem Bindeplatz , Flechtort	on the binding place , braiding place	di tempat pengikatan, tempat mengepang	
3657	17_1688825492_5	17_1688825492	eahanẽ́ʔõ	Atap-Streifen , aus Rotan geflochten	atap-strips , braided from rattan	strip-strip atap, dikepang dari rotan	
3658	17_1688825625_0	17_1688825625	kanẽõnẽõ	breiig	mushy	lembek	
3659	17_1688825985_0	17_1688825985	enə̃ã	(noun) Schwere , Gewicht	the heavy (thing) , the weight	(benda) yang berat, beratnya	
3660	17_1688825985_1	17_1688825985	eũkũnã eʔana enə̃ã	jener Pfahl ist schwer	that post is heavy	pos itu berat	
3661	17_1688825985_2	17_1688825985	kanə̃ã	schwer sein	to be heavy/difficult	menjadi berat/sulit	
3662	17_1688825985_3	17_1688825985	kanə̃́ãhã	wird schwer sein	will be difficult/heavy	akan sulit/berat	
3663	17_1688825985_4	17_1688825985	hoo mãnə̃ã	ist bereits schwer	is already heavy/difficult	sudah berat/sulit	
3664	17_1688826932_0	17_1688826932	kinə̃́ãhã:ũ	auftauchen , an die Oberfläche kommen	emerge , come to the surface	muncul, muncul ke permukaan	
3665	17_1688826932_1	17_1688826932	hoo mũnə̃́ãhã:ũ	tauchte bereits auf	already surfaced	sudah muncul	
3666	17_1688826932_2	17_1688826932	kipanẽ́ãhã:ũ	etwas auftauchen lassen	make something appear	membuat sesuatu muncul	
3667	17_1688826932_3	17_1688826932	edipanə̃́ãhã:ũ	das , was man auftauchen läßt	what you allow to emerge	apa yang Anda izinkan untuk muncul	
3669	17_1688827472_0	17_1688827472	kipanəkəhə́aʔa	etwas ausrichten , in eine Linie stellen	align something , put something in a line	menyelaraskan sesuatu, meletakkan sesuatu dalam satu baris	
3670	17_1688828121_0	17_1688828121	kanə̃kĩ	ziehen	to pull	untuk menarik	
3671	17_1688828121_1	17_1688828121	hoo mãnə̃kĩ	zog bereits , hat gezogen	already pulled , has pulled	sudah ditarik, telah ditarik	
3672	17_1688828121_2	17_1688828121	kapəhai mãnə̃kĩ ekitai	wir verstehen es , das Interesse zu erregen	we know how to arouse interest	kami tahu bagaimana membangkitkan minat	
3673	17_1688828121_3	17_1688828121	eə̃nə̃kĩ	(Mittel zum Ziehen =) Tau	(means of pulling =) rope	(alat untuk menarik =) tali	
3674	17_1688828121_4	17_1688828121	enãnə̃kĩ	(noun) Gezogene	the drawn/pulled one	yang ditarik/ditarik	
3675	17_1688828121_5	17_1688828121	ehanə̃kĩã	Ziehensort	Drag location	Seret lokasi	
3676	17_1688907191_0	17_1688907191	kanə̃nə̃kĩ	einkreisen , umzingeln	encircle , surround	mengelilingi, mengelilingi	
3677	17_1688907191_1	17_1688907191	kixii mãnə̃kĩ	wieder einkreisen	circle again	lingkaran lagi	
3678	17_1688907660_0	17_1688907660	kinə̃nə̃ã	schwer sein ; leiden ; sich verschlimmern	to be heavy/difficult ; to suffer ; to get worse	menjadi berat/sulit; menderita; menjadi lebih buruk	
3679	17_1688907877_0	17_1688907877	anə̃nə̃ã	beinahe verschwunden	almost disappeared	hampir menghilang	
3680	17_1688907877_1	17_1688907877	ebaka ukahaʔo hoo anə̃nə̃ã	die Sonne ist schon fast verschwunden	the sun has almost disappeared	matahari hampir menghilang	
3681	17_1688908248_0	17_1688908248	kinə̃nə̃nãʔã	vernichten	destroy	menghancurkan	
3682	17_1688908380_0	17_1688908380	kinə̃nə̃nãʔã	anbrennen , versengen (intr)	burn , scorch (intr)	membakar, menghanguskan (intr)	
3683	17_1688908484_0	17_1688908484	kipanə̃pãʔã	etwas einschließen , umstellen	enclose something , rearrange	melampirkan sesuatu, mengatur ulang	
3684	17_1688910254_0	17_1688910254	enĩə̃	Name	name	nama	
3685	17_1688910254_1	17_1688910254	kanĩə̃	geheißen , genannt	called , named	disebut , bernama	
3686	17_1688910254_2	17_1688910254	kamãnĩə̃	heißen , einen Namen haben	to be called , have a name	untuk dipanggil, memiliki nama	
3687	17_1688910254_3	17_1688910254	panãnĩə̃	den gleichen Namen tragen	have the same name	memiliki nama yang sama	
3688	17_1688910254_4	17_1688910254	eaʔanĩə̃	Benennung	designation	penunjukan	
3689	17_1688912312_0	17_1688912312	kanĩxã	schnell	fast	cepat	
3690	17_1688912312_1	17_1688912312	ʔua kanĩxãha uaha:e	ich werde schnell gehen	I'll go quickly	Aku akan pergi dengan cepat	
3691	17_1688912312_2	17_1688912312	káhae mũnĩxã	laß uns schnell gehenǃ	let's go quickly! (sg)	ayo cepat pergi! (sg)	
3692	17_1688912312_3	17_1688912312	kanĩnĩxã	schnell sein	to be fast	untuk menjadi cepat	
3693	17_1688912312_4	17_1688912312	kipanĩxã	sich beeilen , schnell machen	to hurry up , do quickly	untuk bergegas, lakukan dengan cepat	
3694	17_1688912312_5	17_1688912312	panĩxã	mach schnell , beeil dichǃ	hurry up! (sg)	cepatlah! (sg)	
3695	17_1688912429_0	17_1688912429	hoo mãnĩxã	bereits deutlich sein	already be clear	sudah jelas	
3696	17_1688912744_0	17_1688912744	eʔanĩxãã	Traum , Träumen	the dream , dreaming	mimpi , bermimpi	
3697	17_1688912744_1	17_1688912744	kaʔanĩxãã	träumen	to dream	untuk bermimpi	
3698	17_1688912744_2	17_1688912744	nãmãʔãnĩxãã	sie träumen	they dream	mereka bermimpi	
3699	17_1688912744_3	17_1688912744	eaʔanĩxãã	das Träumen	the dreaming	yang bermimpi	
3700	17_1688913100_0	17_1688913100	kaʔanĩxãĩ	etwas träumen	to dream something	untuk memimpikan sesuatu	
3701	17_1688913100_1	17_1688913100	kinãʔãnĩxãĩ	das , wovon geträumt wird (?)	that which is dreamt of (?)	apa yang diimpikan (?)	
3702	17_1688913100_2	17_1688913100	kamãʔãnĩxãĩxĩ	jmd im Traum erscheinen	to appear to someone in a dream	menampakkan diri kepada seseorang dalam mimpi	
3703	17_1688913100_3	17_1688913100	enãʔãnĩxãĩ	das , wovon geträumt wird	what is dreamt about	apa yang diimpikan	
3704	17_1688913100_4	17_1688913100	edixoo mãʔãnĩxãĩ	das , wovon geträumt wurde	what was dreamt about	apa yang diimpikan	
3705	17_1688913575_0	17_1688913575	kanĩkã	deutlich , hell , offen	clear , bright , open	jelas, cerah, terbuka	
3706	17_1688913575_1	17_1688913575	kamãnĩkã edopo	es wird Tag , hell	it becomes day , bright	itu menjadi hari, cerah	
3707	17_1688913575_2	17_1688913575	hoo mãnĩkã	es ist bereits hell	it is already light	itu sudah ringan	
3708	17_1688913575_3	17_1688913575	kipanĩkã	erhellen , zwinkern	brighten , wink	mencerahkan, mengedipkan mata	
3709	17_1688913575_4	17_1688913575	ehii amãnĩkã	das wieder Hellsein	the being-bright-again	yang menjadi terang kembali	
3710	17_1688913575_5	17_1688913575	epanĩkã	Beleuchtensinstrument (Lampe?)	Illuminating instrument (lamp?)	Instrumen penerangan (lampu?)	
3711	17_1688915382_0	17_1688915382	kanĩkĩ	zittern , beben	tremble , shake	gemetar, goyang	
3712	17_1688915382_1	17_1688915382	kanĩkĩnĩkĩ	stark zittern	tremble strongly	gemetar kuat	
3713	17_1688915382_2	17_1688915382	kipanĩkĩ	zittern lassen	make tremble	membuat gemetar	
3714	17_1688915558_0	17_1688915558	kaʔanĩkõʔãʔã	leck sein , ein Leck haben	leak , have a leak	bocor, mengalami kebocoran	
3715	19_1683685714_0	19_1683685714	kanõnĩkĩ	bohren	to drill	untuk mengebor	
3716	19_1683685714_1	19_1683685714	eanõnĩkía uʔobi	Feuerbohrer	Fire drill	Latihan kebakaran	
3717	19_1683685714_2	19_1683685714	ehopa uanõnĩkía uʔobi	Loch fürs Feuerquirlen	Hole for fire whisking	Lubang untuk mengocok api	
3718	19_1683685990_0	19_1683685990	eõkõnõ	Band	Belt ; Tape	Sabuk; Pita	
3719	19_1683685990_1	19_1683685990	eõkõnõ ukitai	Darm	Intestine	Usus	
3720	19_1683685990_2	19_1683685990	eõkõnõ upuko	Nabelschnur	Umbilical cord	Tali pusat	
3721	19_1683686373_0	19_1683686373	kanõnõnã	(Früchte) herabfallen	(fruits) fall off	(buah) rontok	
3722	19_1683686373_1	19_1683686373	ehṹã kinõnṍnã	die Früchte fallen ab	the fruits fall off	buahnya rontok	
3723	19_1683686865_0	19_1683686865	kikõnõnã	schlaff , ungespannt , locker	limp , unstretched , loose	lemas, tidak meregang, longgar	
3724	19_1683686865_1	19_1683686865	hoo mũkõnṍnã	ist bereits schlaff	is already limp	sudah lemas	
3725	19_1683686865_2	19_1683686865	kikõnõnãʔã	lockern , loslassen	loosen , let go	melonggarkan, lepaskan	
3726	19_1683686865_3	19_1683686865	ʔua kikõnõnãʔã ekadĩ	ich lockere das Tau	I loosen the rope	Saya melonggarkan talinya	
3727	19_1683686865_4	19_1683686865	enĩkõnõnãʔã	(noun) Gelockerte	the loosened one	yang dilonggarkan	
3728	19_1683686865_5	19_1683686865	ekõnõnãʔãhõ	(noun) zu Lockernde	the one to be loosened	yang akan dilonggarkan	
3729	19_1683686986_0	19_1683686986	kikõnõnãpẽ	die weit entfernt sind	who are far away	yang jauh	
3730	19_1683687373_0	19_1683687373	kipakõnõñĩ	jmd benachteiligen	disadvantage someone	merugikan seseorang	
3731	19_1683687373_1	19_1683687373	kua ipakõnõnaĩ edaʔaʔahabu	damit deine Schwester nicht benachteiligt ist	so that your sister is not disadvantaged	agar saudara perempuan Anda tidak dirugikan	
3732	19_1683687701_0	19_1683687701	kikõnõʔoõhã́ʔã	etwas auffangen	catch something	menangkap sesuatu	
3733	19_1683687701_1	19_1683687701	ʔua kikõnõʔoõhã́ʔã eboo	ich fange Wasser auf	I catch water	Aku menangkap air	
3734	19_1683687701_2	19_1683687701	edikõnõʔoõhã́ʔã	(noun) Aufgefangene	the caught/intercepted one	yang tertangkap/tercegat	
3735	19_1683687701_3	19_1683687701	eõkõnõʔṍhõ:ĩ	Gefäß zum Auffangen	Container for collecting	Wadah untuk mengumpulkan	
3736	19_1683689302_0	19_1683689302	ikõnõʔo:i	es prickelt	it tingles	itu menggelitik	
3737	19_1683690437_0	19_1683690437	kikoʔo	pflanzen (mit einem Grabstock)	plant (with a digging stick)	tanaman (dengan tongkat penggali)	
3738	19_1683690437_1	19_1683690437	hoo ba[do]doʔo	er pflanzte	he planted	ia menanam	
3739	19_1683690437_10	19_1683690437	ekeʔenío	frisch angelegter Garten	freshly planted garden	taman yang baru ditanam	
3740	19_1683690437_2	19_1683690437	kidikoʔo	gepflanzt werden	be planted	ditanam	
3741	19_1683690437_3	19_1683690437	kadoʔoi	bepflanzen	to plant	untuk menanam	
3742	19_1683690437_4	19_1683690437	ʔua kadoʔoi epia eʔana iʔioo upoo	ich bepflanze den Garten mit Kokospalmen	I plant the garden with coconut palms	Saya menanami kebun dengan pohon kelapa	
3743	19_1683690437_5	19_1683690437	eadoʔo	das Pflanzen	the planting	penanaman	
3744	19_1683690437_6	19_1683690437	edikoʔo	(noun) Gepflanzte	the planted one	yang ditanam	
3745	19_1683690437_7	19_1683690437	eokoʔo	Grabstock (aus Holz)	Digging stick (made of wood)	Tongkat penggali (terbuat dari kayu)	
3746	19_1683690437_8	19_1683690437	ekoʔoho	"(""zu Pflanzendes"" =) Pflanze"	"(""to be planted"" =) the plant"	"(""untuk ditanam"" =) tanaman"	
